110 88 5 
100 100 5 
100 100 -5 
110 88 -5 

110 88 5 
120 100 5 
120 100 -5 
110 88 -5 

110 88 5 
120 76 5 
120 76 -5 
110 88 -5 

110 88 5 
100 76 5 
100 76 -5 
110 88 -5 

110 88 5 
100 100 5 
100 100 -5 
110 88 -5 

