50 21 40 
58 21 40 
58 21 35 
50 21 35 

50 21 40 
54 14.0718 40 
54 14.0718 35 
50 21 35 

50 21 40 
46 14.0718 40 
46 14.0718 35 
50 21 35 

50 21 40 
42 21 40 
42 21 35 
50 21 35 

50 21 40 
46 27.9282 40 
46 27.9282 35 
50 21 35 

50 21 40 
54 27.9282 40 
54 27.9282 35 
50 21 35 

50 21 40 
58 21 40 
58 21 35 
50 21 35 

